,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
3762,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3065,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1955,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
4418,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2362,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
2860,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
729,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
728,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
3598,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
722,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
3147,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
721,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
720,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4582,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1951,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4705,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3024,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1540,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1950,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
2655,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3967,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1542,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
4787,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
4910,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1958,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
723,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
4459,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
727,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,dizziness,puffy face and eyes
726,Hypothyroidism,fatigue,weight gain,cold hands and feets,lethargy,dizziness,puffy face and eyes
1541,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1954,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1953,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
725,Hypothyroidism,fatigue,weight gain,mood swings,lethargy,dizziness,puffy face and eyes
4336,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3352,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
724,Hypothyroidism,fatigue,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
1959,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3475,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1952,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes
3721,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
3844,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness
1138,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,puffy face and eyes
3976,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4181,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4673,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3894,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4509,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3443,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4755,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4550,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4017,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4058,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3648,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4714,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3484,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4591,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4140,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3566,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3525,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4632,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3607,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4796,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3689,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4468,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4222,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4263,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3320,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4878,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4304,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4837,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4345,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3853,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3361,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3812,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4386,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3771,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4427,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3730,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3402,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3935,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4099,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2459,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1639,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
2453,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
2452,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
2451,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2450,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2049,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
2048,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2047,Impetigo,skin rash,high fever,blister,red sore around nose,,
2046,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
2045,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
2044,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
2043,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
2042,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
2041,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2040,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3279,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2454,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1638,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2455,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
2457,Impetigo,skin rash,high fever,blister,red sore around nose,,
3033,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2992,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2951,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2910,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2869,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2828,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2787,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2746,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2705,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2664,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2623,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2582,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2541,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2500,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2458,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2456,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
1637,Impetigo,skin rash,high fever,blister,red sore around nose,,
1636,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
1635,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
814,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
813,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
812,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
811,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
810,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
409,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
408,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
407,Impetigo,skin rash,high fever,blister,red sore around nose,,
406,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
405,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
404,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
403,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
402,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
401,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
400,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
815,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
816,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
817,Impetigo,skin rash,high fever,blister,red sore around nose,,
818,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
1634,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1633,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1632,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
1631,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
1630,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
1229,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1228,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3074,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
1227,Impetigo,skin rash,high fever,blister,red sore around nose,,
1225,Impetigo,skin rash,high fever,red sore around nose,yellow crust ooze,,
1224,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1223,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1222,Impetigo,high fever,blister,red sore around nose,yellow crust ooze,,
1221,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
1220,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
819,Impetigo,skin rash,blister,red sore around nose,yellow crust ooze,,
1226,Impetigo,skin rash,high fever,blister,yellow crust ooze,,
3115,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
4919,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3156,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3238,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
3197,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,
2843,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
140,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2515,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3212,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
141,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
142,Jaundice,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine
2720,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
143,Jaundice,itching,fatigue,weight loss,high fever,yellowish skin,dark urine
144,Jaundice,itching,vomiting,weight loss,high fever,yellowish skin,dark urine
1374,Jaundice,itching,vomiting,weight loss,high fever,yellowish skin,dark urine
2884,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1373,Jaundice,itching,fatigue,weight loss,high fever,yellowish skin,dark urine
559,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1375,Jaundice,itching,vomiting,fatigue,high fever,yellowish skin,dark urine
1376,Jaundice,itching,vomiting,fatigue,weight loss,yellowish skin,dark urine
4401,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4729,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2966,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3581,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3335,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4565,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3294,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1781,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2679,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3827,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4237,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2925,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3909,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1379,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1378,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3458,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1377,Jaundice,itching,vomiting,fatigue,weight loss,high fever,dark urine
1780,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2474,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
145,Jaundice,itching,vomiting,fatigue,high fever,yellowish skin,dark urine
2199,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1787,Jaundice,itching,vomiting,fatigue,weight loss,high fever,dark urine
1788,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4852,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
3540,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
1789,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4483,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
4688,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
2761,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
552,Jaundice,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine
2802,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
554,Jaundice,itching,vomiting,weight loss,high fever,yellowish skin,dark urine
3950,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
960,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin
